"","survey_date","mean_daily_Q","mean_survey_Q","rang_survey_Q","event_id","low_survey_Q","hii_survey_Q"
"1",2015-09-27,0.0215512200201723,0.026289845527907,0.00874227796176292,"w00",0.0219636351560908,0.0307059131178537
"2",2015-10-27,6.51667480745463,7.50079480929553,1.32250127862719,"w01",6.8556330603154,8.17813433894259
"3",2015-11-09,14.4882572953083,55.1362298734313,120.462990180204,"w02",16.0523507910668,136.515340971271
"4",2015-11-19,92.4174173501136,128.081741318546,182.814756775174,"w03",66.2768118586899,249.091568633864
"5",2015-11-20,30.2008063906566,27.2557573496229,1.2624751605154,"w04",26.6312909083982,27.8937660689136
"6",2015-12-09,13.9310044866238,14.5390618447216,0.205785693023033,"w05",14.3500749837821,14.5558606768051
"7",2016-01-28,32.7054432779986,28.9881480389168,0.987945363899364,"w06",28.5398637833949,29.5278091472943
"8",2016-02-02,15.8972909963251,15.3254761833335,0.641303882637239,"w07",14.9733820191404,15.6146859017777
"9",2016-02-14,8.98654119752073,8.76478380611514,0.442740000589241,"w08",8.60603378933732,9.04877378992656
"10",2016-02-16,85.7625268500993,56.2937484155196,26.315769549715,"w09",45.8753015658948,72.1910711156097
"11",2016-02-23,51.5512401183491,90.6213569811211,40.3619514919063,"w10",69.1913502811029,109.553301773009
"12",2016-03-04,13.6414236294363,13.9296275513358,0.401759233827468,"w11",13.7445003181589,14.1462595519864
"13",2016-03-04,13.6414236294363,14.2560063229533,0.203815431795718,"w12",14.1462595519864,14.3500749837821
